"VIDEO","NUMBER_OF_HITS","HIT_INTENSITY","NUMBER_OF_TUG","TOTAL_FRAMES_IN_TUG","NUMBER_OF_JERK_FRAMES","TIME","NUMBER_OF_RINGDROP","VARIANCE","ARC_LENGTH","CURVATURE_MAX_COUNT"
"E5_t9","2","1","1","18","11","15.64","0","0.05715088405511714","3.7023722742196172","5"
"E6_t10","1","0","8","12","0","25.0","0","0.04182429524722987","4.322527467936773","9"
"E6_t11","3","0","3","44","1","28.56","0","0.04018053663615859","4.669920710786629","10"
"E6_t12","1","0","3","6","1","28.76","0","0.03987499358218172","4.677737019841647","10"
"E6_t1","3","0","1","2","0","29.0","0","0.028332918058405803","3.260181360316567","15"
"E6_t2","3","0","3","58","3","30.0","0","0.02891617023348265","3.465986204164716","19"
"E6_t3","0","0","2","3","0","21.72","0","0.038642560134602884","3.2093065783416295","7"
"E6_t4","3","0","0","0","6","30.6","0","0.043717709944631006","5.359481508062982","7"
"E6_t5","0","0","0","0","1","24.84","0","0.03848674980238279","3.651426835744213","13"
"E6_t6","1","0","0","0","1","22.84","0","0.04220236444354645","3.9745274305229787","9"
"E6_t7","3","0","8","13","9","37.76","0","0.03223387596021528","4.797364025226221","15"
"E6_t8","2","1","20","33","3","30.84","0","0.02716692619335043","3.3963441629517686","14"
"E6_t9","1","0","6","34","0","28.84","0","0.03982500277592581","4.614364638422909","11"
"T1_1_t10","1","0","0","0","2","35.72","0","0.02830938923716448","4.218620359119639","13"
"T1_1_t11","1","0","0","0","4","44.72","0","0.025480873010430366","4.820924123813569","24"
"T1_1_t12","4","1","2","24","7","48.6","0","0.027743656600490704","5.529029931619142","23"
"T1_1_t1","3","0","1","2","0","45.0","0","0.024379516574786333","3.981487761471283","18"
"T1_1_t2","1","0","2","48","0","52.84","0","0.026021030450739724","5.454343302539384","38"
"T1_1_t3","2","0","1","8","1","39.6","0","0.02231024310940942","3.588757165154805","27"
"T1_1_t4","1","0","1","9","0","31.76","0","0.030346052446344713","4.188075939938163","7"
"T1_1_t5","0","0","1","4","1","62.6","0","0.03819120123758032","7.724985921230473","31"
"T1_1_t6","4","0","0","0","8","49.72","0","0.040733129376816446","7.978000452354505","20"
"T1_1_t7","2","0","0","0","2","34.8","0","0.027906563138145032","4.03610347957924","16"
"T1_1_t8","0","0","2","2","4","47.76","0","0.03455412246213283","6.70013821671707","22"
"T1_1_t9","1","0","0","0","2","58.76","0","0.0294067012586623","5.822720346789683","25"
"T3_2_t10","3","0","0","0","3","19.84","0","0.036916216149733165","2.958695505234599","7"
"T3_2_t11","1","1","0","0","1","24.64","0","0.03102985765135293","3.008338145069016","11"
"T3_2_t12","2","0","0","0","6","33.72","0","0.04339892380369702","4.967461605427939","7"
"T3_2_t1","2","0","0","0","1","23.0","0","0.03240744582398056","2.981671801884174","10"
"T3_2_t2","1","0","0","0","0","15.96","0","0.044286335440224506","2.787868176383148","5"
"T3_2_t3","0","0","0","0","0","12.6","0","0.05600840965928822","2.9755368370062723","4"
"T3_2_t4","0","0","0","0","0","15.6","0","0.04802154603925604","3.2608452454477184","1"
"T3_2_t5","0","0","0","0","0","13.72","0","0.06825068589882995","3.9029852352970225","2"
"T3_2_t6","3","0","1","7","1","20.76","0","0.050888675001862664","4.336099315775751","9"
"T3_2_t7","1","0","0","0","0","24.6","0","0.03158663164760407","3.22085213484501","9"
"T3_2_t8","0","0","0","0","2","28.6","0","0.03299422418176892","3.925870554740339","18"
"T3_2_t9","1","0","0","0","2","13.76","0","0.04628092423516814","2.65936840965084","6"
"T8_1_t10","2","0","1","4","0","23.84","0","0.029878211605256968","2.8901091054438384","15"
"T8_1_t11","0","0","0","0","2","25.84","0","0.0368324298037399","3.6143011946632995","14"
"T8_1_t12","1","0","1","23","2","29.92","0","0.03906760287850654","4.171567930735579","13"
"T8_1_t1","1","0","0","0","1","42.0","0","0.02503009467338225","3.560961235553382","17"
"T8_1_t2","2","0","1","21","0","53.76","0","0.027724621612481938","5.673353777959581","34"
"T8_1_t3","0","0","0","0","0","29.0","0","0.06742091329404735","5.464533033733524","15"
"T8_1_t4","3","0","1","17","3","32.72","0","0.035629035540092016","4.545003019334536","17"
"T8_1_t5","0","0","0","0","3","26.6","0","0.05010910463032757","5.173547976366462","8"
"T8_1_t6","2","0","0","0","0","27.72","0","0.04619883438639009","4.585032817871416","17"
"T8_1_t7","1","0","0","0","8","22.84","0","0.029020699303627905","2.560283145899113","11"
"T8_1_t8","0","0","0","0","0","25.84","0","0.037334969265867476","3.806296744974752","8"
"T8_1_t9","0","0","0","0","4","22.84","0","0.04016873647706072","3.4689158673617633","13"
"E1_t1_aug_perturb_X","2","1","1","7","5","19.96","0","0.06355214197377923","4.012793384174968","5"
"E1_t10_aug_perturb_X","2","0","2","18","0","11.96","0","0.05333581968324699","2.7849987790419775","2"
"E1_t11_aug_perturb_X","1","1","1","15","0","12.96","0","0.049401453934975866","2.743095099890406","4"
"E1_t12_aug_perturb_X","1","0","3","21","0","20.96","0","0.040519884964634725","3.641428517153539","6"
"E1_t2_aug_perturb_X","0","0","1","3","0","10.64","0","0.04000545835827859","1.9594631976952896","6"
"E1_t3_aug_perturb_X","0","0","2","15","3","8.96","0","0.059158880064369014","2.0944246659448718","4"
"E1_t4_aug_perturb_X","1","0","1","14","4","16.84","0","0.05875546599248272","3.9299580205664473","4"
"E1_t5_aug_perturb_X","1","0","1","12","3","11.0","0","0.06102763190299144","2.6125349451819084","5"
"E1_t6_aug_perturb_X","2","0","1","13","0","12.96","0","0.06249938005029817","3.323321645393979","2"
"E1_t7_aug_perturb_X","1","1","1","25","0","17.76","0","0.03716766188535631","2.786258113410272","2"
"E1_t8_aug_perturb_X","1","0","3","10","0","12.92","0","0.04508428234205081","2.3902854106276967","8"
"E1_t9_aug_perturb_X","1","0","1","14","0","7.64","0","0.056285160630976154","1.840119537360137","3"
"E2_t1_aug_perturb_X","2","0","1","4","0","20.0","0","0.04751265358468078","3.1597764191260937","4"
"E2_t10_aug_perturb_X","0","0","0","0","0","9.56","0","0.06340521830682304","2.485556873527856","3"
"E2_t11_aug_perturb_X","2","0","1","6","0","20.84","0","0.03416914153055674","3.033109710391351","8"
"E2_t12_aug_perturb_X","0","0","3","20","0","27.52","0","0.040363130617964156","4.64349375986489","8"
"E2_t2_aug_perturb_X","2","0","2","34","0","19.84","0","0.035483032063427275","2.9795034857741896","6"
"E2_t3_aug_perturb_X","2","0","1","18","0","11.64","0","0.05323489350726231","2.5669774454010845","5"
"E2_t4_aug_perturb_X","1","0","3","15","0","17.64","0","0.04190982555055736","3.050129864252539","9"
"E2_t5_aug_perturb_X","1","0","0","0","0","11.84","0","0.04704502523224115","2.333211067154948","7"
"E2_t6_aug_perturb_X","0","0","2","29","0","17.84","0","0.04954551451943065","3.72072349652862","7"
"E2_t7_aug_perturb_X","2","0","4","61","0","26.84","0","0.03292613519521529","3.949823726141454","9"
"E2_t8_aug_perturb_X","1","0","0","0","0","16.0","0","0.0449661825227825","3.001185017738911","4"
"E2_t9_aug_perturb_X","2","0","0","0","0","19.64","0","0.0392856046334828","3.4484015336729588","5"
"E3_t1_aug_perturb_X","1","0","1","16","0","18.0","0","0.04254529827242319","2.775292461931905","6"
"E3_t10_aug_perturb_X","0","0","0","0","0","8.76","0","0.05106252142490701","1.9537759792967573","2"
"E3_t11_aug_perturb_X","1","0","2","19","0","15.64","0","0.037702435826897134","2.658863879115678","3"
"E3_t12_aug_perturb_X","2","0","0","0","0","14.8","0","0.040038748637144454","2.4381405666783293","3"
"E3_t2_aug_perturb_X","2","0","1","22","0","18.96","0","0.03523607689499581","2.7758220916238807","10"
"E3_t3_aug_perturb_X","1","0","0","0","1","8.76","0","0.05242915759433394","1.999658346795019","1"
"E3_t4_aug_perturb_X","2","0","2","17","0","11.64","0","0.04644410075512107","2.4067137365948947","3"
"E3_t5_aug_perturb_X","1","0","1","2","0","7.64","0","0.05003466975313584","1.5808628650845944","3"
"E3_t6_aug_perturb_X","0","0","3","6","0","11.96","0","0.05169871790350905","2.6127553413161677","5"
"E3_t7_aug_perturb_X","2","0","1","3","0","18.96","0","0.041948370045739196","3.137259037922457","6"
"E3_t8_aug_perturb_X","2","0","1","2","0","12.76","0","0.05423663795884911","2.759150266542084","1"
"E3_t9_aug_perturb_X","1","0","1","2","0","10.8","0","0.04764326520477815","2.2701369807042067","0"
"E4_t1_aug_perturb_X","1","0","1","23","0","23.56","0","0.0370082086449837","3.4236621472713655","10"
"E4_t10_aug_perturb_X","3","0","1","2","6","14.64","0","0.061054477989105745","3.223666856045118","5"
"E4_t11_aug_perturb_X","1","0","1","9","13","24.76","0","0.042100605658629664","4.167223590326786","12"
"E4_t12_aug_perturb_X","2","0","1","29","7","27.64","0","0.036529643810348296","3.902457872433459","12"
"E4_t2_aug_perturb_X","1","1","0","0","0","23.56","0","0.03170429443198859","3.1790898224888373","10"
"E4_t3_aug_perturb_X","0","0","0","0","0","17.56","0","0.050938512282884325","3.3717536541016617","1"
"E4_t4_aug_perturb_X","2","0","1","3","0","18.8","0","0.04887073055833451","3.342505619512034","5"
"E4_t5_aug_perturb_X","1","0","0","0","0","20.56","0","0.0428667201708375","3.7510403920758004","5"
"E4_t6_aug_perturb_X","1","0","0","0","0","24.92","0","0.04265118935725328","4.645831148957495","9"
"E4_t7_aug_perturb_X","1","1","0","0","2","23.8","0","0.03477098653050908","3.4712580566137623","10"
"E4_t8_aug_perturb_X","0","0","0","0","0","36.8","0","0.03891611120007735","4.675148019150717","15"
"E4_t9_aug_perturb_X","2","0","0","0","2","45.72","0","0.04214214325413133","6.796023801303713","17"
"E5_t1_aug_perturb_X","0","0","1","2","8","16.96","0","0.04399446834842181","2.7807829529284076","5"
"E5_t10_aug_perturb_X","1","0","0","0","8","9.76","0","0.06035805112919802","2.6135096989743545","2"
"E5_t11_aug_perturb_X","2","0","1","13","4","14.76","0","0.044500036394461005","2.5642222757464213","7"
"E5_t12_aug_perturb_X","2","0","0","0","7","13.84","0","0.0625203131170045","3.478888187794983","6"
"E5_t2_aug_perturb_X","3","1","2","118","5","27.84","0","0.04720237044262199","4.36438935655384","10"
"E5_t3_aug_perturb_X","1","0","0","0","3","16.0","0","0.06108412875212951","3.6424366749539665","6"
"E5_t4_aug_perturb_X","2","0","2","23","18","22.64","0","0.06647459632512759","4.880367344502022","3"
"E5_t5_aug_perturb_X","0","0","0","0","2","12.56","0","0.06572041541155921","3.4576489581857364","2"
"E5_t6_aug_perturb_X","0","0","2","15","5","21.56","0","0.05840452083910867","5.004806855618946","2"
"E5_t7_aug_perturb_X","3","0","5","88","5","21.56","0","0.04965763156706666","3.7900310346611947","8"
"E5_t8_aug_perturb_X","1","0","1","13","9","16.92","0","0.04348380560138529","3.359126399409023","6"
"E5_t9_aug_perturb_X","2","1","1","18","11","15.64","0","0.05752209083052041","3.7694109026317433","4"
"E6_t1_aug_perturb_X","3","0","1","2","0","29.0","0","0.0298761781463471","3.5419314729314877","15"
"E6_t10_aug_perturb_X","1","0","8","12","0","25.0","0","0.043301814970806554","4.533614625936172","3"
"E6_t11_aug_perturb_X","3","0","3","44","1","28.56","0","0.04124445214244479","4.828609914672308","7"
"E6_t12_aug_perturb_X","1","0","3","6","1","28.76","0","0.04112907140707617","4.893950399073686","12"
"E6_t2_aug_perturb_X","3","0","3","58","3","30.0","0","0.029798914902097202","3.5618856447564355","19"
"E6_t3_aug_perturb_X","0","0","2","3","0","21.72","0","0.039799086681428994","3.336779540347316","8"
"E6_t4_aug_perturb_X","3","0","0","0","6","30.6","0","0.04458666918675957","5.5159456724672","6"
"E6_t5_aug_perturb_X","0","0","0","0","1","24.84","0","0.04045326941834982","3.9499354386059764","6"
"E6_t6_aug_perturb_X","1","0","0","0","1","22.84","0","0.043132767697654784","4.097032650360902","7"
"E6_t7_aug_perturb_X","3","0","8","13","9","37.76","0","0.03321721597003606","5.034122239699499","18"
"E6_t8_aug_perturb_X","2","1","20","33","3","30.84","0","0.02845603890379885","3.6645377333702","12"
"E6_t9_aug_perturb_X","1","0","6","34","0","28.84","0","0.04028724660456622","4.725873197854679","11"
"T1_1_t1_aug_perturb_X","3","0","1","2","0","45.0","0","0.026174226006500618","4.491811437164619","14"
"T1_1_t10_aug_perturb_X","1","0","0","0","2","35.72","0","0.02941810173577223","4.480661697151963","12"
"T1_1_t11_aug_perturb_X","1","0","0","0","4","44.72","0","0.02656363856804157","5.135329233690988","19"
"T1_1_t12_aug_perturb_X","4","1","2","24","7","48.6","0","0.028638252093095177","5.863865189370595","17"
"T1_1_t2_aug_perturb_X","1","0","2","48","0","52.84","0","0.0271140768646653","5.845629521276139","26"
"T1_1_t3_aug_perturb_X","2","0","1","8","1","39.6","0","0.02345940781576667","3.926042527589573","20"
"T1_1_t4_aug_perturb_X","1","0","1","9","0","31.76","0","0.030920902157595406","4.300049296969603","8"
"T1_1_t5_aug_perturb_X","0","0","1","4","1","62.6","0","0.03944567107760044","8.291936028959919","28"
"T1_1_t6_aug_perturb_X","4","0","0","0","8","49.72","0","0.04112432991946301","8.176534642559309","12"
"T1_1_t7_aug_perturb_X","2","0","0","0","2","34.8","0","0.029154254581167834","4.2951906238919575","9"
"T1_1_t8_aug_perturb_X","0","0","2","2","4","47.76","0","0.03660373996095987","7.315099861669912","10"
"T1_1_t9_aug_perturb_X","1","0","0","0","2","58.76","0","0.030782221467945795","6.266284238374076","28"
"T3_2_t1_aug_perturb_X","2","0","0","0","1","23.0","0","0.03253690536196789","3.0813579353928953","9"
"T3_2_t10_aug_perturb_X","3","0","0","0","3","19.84","0","0.037534966385440405","3.0894891851888224","4"
"T3_2_t11_aug_perturb_X","1","1","0","0","1","24.64","0","0.03254731385809798","3.2468025867693577","8"
"T3_2_t12_aug_perturb_X","2","0","0","0","6","33.72","0","0.04371259987109748","5.061937102573147","8"
"T3_2_t2_aug_perturb_X","1","0","0","0","0","15.96","0","0.04450333855368397","2.809544993783582","6"
"T3_2_t3_aug_perturb_X","0","0","0","0","0","12.6","0","0.0571633762634045","3.101026966032077","2"
"T3_2_t4_aug_perturb_X","0","0","0","0","0","15.6","0","0.04821946356318378","3.2816411999301636","1"
"T3_2_t5_aug_perturb_X","0","0","0","0","0","13.72","0","0.06881545709040646","3.984904256036576","1"
"T3_2_t6_aug_perturb_X","3","0","1","7","1","20.76","0","0.05152975384197359","4.460740674114393","8"
"T3_2_t7_aug_perturb_X","1","0","0","0","0","24.6","0","0.0323844564009585","3.3771588248423217","9"
"T3_2_t8_aug_perturb_X","0","0","0","0","2","28.6","0","0.03393268561378666","4.086443195873062","13"
"T3_2_t9_aug_perturb_X","1","0","0","0","2","13.76","0","0.046778202635033427","2.745463648146925","3"
"T8_1_t1_aug_perturb_X","1","0","0","0","1","42.0","0","0.027009793228358392","3.9699826372751654","13"
"T8_1_t10_aug_perturb_X","2","0","1","4","0","23.84","0","0.03077087070357942","3.1008871216060205","10"
"T8_1_t11_aug_perturb_X","0","0","0","0","2","25.84","0","0.03834224100200788","3.9116921625282592","9"
"T8_1_t12_aug_perturb_X","1","0","1","23","2","29.92","0","0.039944344693513545","4.43210897049188","12"
"T8_1_t2_aug_perturb_X","2","0","1","21","0","53.76","0","0.028841607920532756","6.105488200250732","23"
"T8_1_t3_aug_perturb_X","0","0","0","0","0","29.0","0","0.06763902075200522","5.6637882422087955","9"
"T8_1_t4_aug_perturb_X","3","0","1","17","3","32.72","0","0.036354671201816936","4.664244178738606","12"
"T8_1_t5_aug_perturb_X","0","0","0","0","3","26.6","0","0.05084761332017868","5.334442392731177","5"
"T8_1_t6_aug_perturb_X","2","0","0","0","0","27.72","0","0.04695324216467398","4.791410064597238","15"
"T8_1_t7_aug_perturb_X","1","0","0","0","8","22.84","0","0.02987637090596366","2.6945426823625764","10"
"T8_1_t8_aug_perturb_X","0","0","0","0","0","25.84","0","0.03865471560056992","4.055025840859845","5"
"T8_1_t9_aug_perturb_X","0","0","0","0","4","22.84","0","0.04117221954861214","3.677637215297145","8"
