"VIDEO","NUMBER_OF_HITS","HIT_INTENSITY","NUMBER_OF_TUG","TOTAL_FRAMES_IN_TUG","NUMBER_OF_JERK_FRAMES","TIME","NUMBER_OF_RINGDROP","VARIANCE","ARC_LENGTH","CURVATURE_MAX_COUNT"
"E5_t9","2","1","1","18","11","15.64","0","0.05715088405511714","3.7023722742196172","5"
"E6_t10","1","0","8","12","0","25.0","0","0.04182429524722987","4.322527467936773","9"
"E6_t11","3","0","3","44","1","28.56","0","0.04018053663615859","4.669920710786629","10"
"E6_t12","1","0","3","6","1","28.76","0","0.03987499358218172","4.677737019841647","10"
"E6_t1","3","0","1","2","0","29.0","0","0.028332918058405803","3.260181360316567","15"
"E6_t2","3","0","3","58","3","30.0","0","0.02891617023348265","3.465986204164716","19"
"E6_t3","0","0","2","3","0","21.72","0","0.038642560134602884","3.2093065783416295","7"
"E6_t4","3","0","0","0","6","30.6","0","0.043717709944631006","5.359481508062982","7"
"E6_t5","0","0","0","0","1","24.84","0","0.03848674980238279","3.651426835744213","13"
"E6_t6","1","0","0","0","1","22.84","0","0.04220236444354645","3.9745274305229787","9"
"E6_t7","3","0","8","13","9","37.76","0","0.03223387596021528","4.797364025226221","15"
"E6_t8","2","1","20","33","3","30.84","0","0.02716692619335043","3.3963441629517686","14"
"E6_t9","1","0","6","34","0","28.84","0","0.03982500277592581","4.614364638422909","11"
"T1_1_t10","1","0","0","0","2","35.72","0","0.02830938923716448","4.218620359119639","13"
"T1_1_t11","1","0","0","0","4","44.72","0","0.025480873010430366","4.820924123813569","24"
"T1_1_t12","4","1","2","24","7","48.6","0","0.027743656600490704","5.529029931619142","23"
"T1_1_t1","3","0","1","2","0","45.0","0","0.024379516574786333","3.981487761471283","18"
"T1_1_t2","1","0","2","48","0","52.84","0","0.026021030450739724","5.454343302539384","38"
"T1_1_t3","2","0","1","8","1","39.6","0","0.02231024310940942","3.588757165154805","27"
"T1_1_t4","1","0","1","9","0","31.76","0","0.030346052446344713","4.188075939938163","7"
"T1_1_t5","0","0","1","4","1","62.6","0","0.03819120123758032","7.724985921230473","31"
"T1_1_t6","4","0","0","0","8","49.72","0","0.040733129376816446","7.978000452354505","20"
"T1_1_t7","2","0","0","0","2","34.8","0","0.027906563138145032","4.03610347957924","16"
"T1_1_t8","0","0","2","2","4","47.76","0","0.03455412246213283","6.70013821671707","22"
"T1_1_t9","1","0","0","0","2","58.76","0","0.0294067012586623","5.822720346789683","25"
"T3_2_t10","3","0","0","0","3","19.84","0","0.036916216149733165","2.958695505234599","7"
"T3_2_t11","1","1","0","0","1","24.64","0","0.03102985765135293","3.008338145069016","11"
"T3_2_t12","2","0","0","0","6","33.72","0","0.04339892380369702","4.967461605427939","7"
"T3_2_t1","2","0","0","0","1","23.0","0","0.03240744582398056","2.981671801884174","10"
"T3_2_t2","1","0","0","0","0","15.96","0","0.044286335440224506","2.787868176383148","5"
"T3_2_t3","0","0","0","0","0","12.6","0","0.05600840965928822","2.9755368370062723","4"
"T3_2_t4","0","0","0","0","0","15.6","0","0.04802154603925604","3.2608452454477184","1"
"T3_2_t5","0","0","0","0","0","13.72","0","0.06825068589882995","3.9029852352970225","2"
"T3_2_t6","3","0","1","7","1","20.76","0","0.050888675001862664","4.336099315775751","9"
"T3_2_t7","1","0","0","0","0","24.6","0","0.03158663164760407","3.22085213484501","9"
"T3_2_t8","0","0","0","0","2","28.6","0","0.03299422418176892","3.925870554740339","18"
"T3_2_t9","1","0","0","0","2","13.76","0","0.04628092423516814","2.65936840965084","6"
"T8_1_t10","2","0","1","4","0","23.84","0","0.029878211605256968","2.8901091054438384","15"
"T8_1_t11","0","0","0","0","2","25.84","0","0.0368324298037399","3.6143011946632995","14"
"T8_1_t12","1","0","1","23","2","29.92","0","0.03906760287850654","4.171567930735579","13"
"T8_1_t1","1","0","0","0","1","42.0","0","0.02503009467338225","3.560961235553382","17"
"T8_1_t2","2","0","1","21","0","53.76","0","0.027724621612481938","5.673353777959581","34"
"T8_1_t3","0","0","0","0","0","29.0","0","0.06742091329404735","5.464533033733524","15"
"T8_1_t4","3","0","1","17","3","32.72","0","0.035629035540092016","4.545003019334536","17"
"T8_1_t5","0","0","0","0","3","26.6","0","0.05010910463032757","5.173547976366462","8"
"T8_1_t6","2","0","0","0","0","27.72","0","0.04619883438639009","4.585032817871416","17"
"T8_1_t7","1","0","0","0","8","22.84","0","0.029020699303627905","2.560283145899113","11"
"T8_1_t8","0","0","0","0","0","25.84","0","0.037334969265867476","3.806296744974752","8"
"T8_1_t9","0","0","0","0","4","22.84","0","0.04016873647706072","3.4689158673617633","13"
"E1_t1_aug","2","1","1","7","5","19.96","0","0.06443834604077915","3.9496719880933555","9"
"E1_t10_aug","2","0","2","18","0","11.96","0","0.05627935894137532","2.889764524887149","0"
"E1_t11_aug","1","1","1","15","0","12.96","0","0.04909867913336692","2.728812105969116","4"
"E1_t12_aug","1","0","3","21","0","20.96","0","0.041492559109184084","3.7252656540612366","5"
"E1_t2_aug","0","0","1","3","0","10.64","0","0.03980038904781452","1.9312352552278496","5"
"E1_t3_aug","0","0","2","15","3","8.96","0","0.060910600669464555","2.2176893521923","1"
"E1_t4_aug","1","0","1","14","4","16.84","0","0.05983848025870079","3.936329563166534","7"
"E1_t5_aug","1","0","1","12","3","11.0","0","0.06449141533073462","2.747851384194275","1"
"E1_t6_aug","2","0","1","13","0","12.96","0","0.06604846927050052","3.5164998616052148","2"
"E1_t7_aug","1","1","1","25","0","17.76","0","0.03780030352410294","2.759853241028357","7"
"E1_t8_aug","1","0","3","10","0","12.92","0","0.044377839812963255","2.443028789725435","5"
"E1_t9_aug","1","0","1","14","0","7.64","0","0.056437318148007405","1.8470405375000623","2"
"E2_t1_aug","2","0","1","4","0","20.0","0","0.04780515996981337","3.1041267859214763","6"
"E2_t10_aug","0","0","0","0","0","9.56","0","0.06683714112467887","2.634012524268993","2"
"E2_t11_aug","2","0","1","6","0","20.84","0","0.03493648961596229","3.0599818567447703","11"
"E2_t12_aug","0","0","3","20","0","27.52","0","0.04061714500160627","4.529240037828175","9"
"E2_t2_aug","2","0","2","34","0","19.84","0","0.035601931618729814","2.9814647570745514","10"
"E2_t3_aug","2","0","1","18","0","11.64","0","0.05568108113771973","2.6686140224738684","1"
"E2_t4_aug","1","0","3","15","0","17.64","0","0.044514971247228176","3.237504091647929","11"
"E2_t5_aug","1","0","0","0","0","11.84","0","0.04687148564449526","2.3412618835698114","4"
"E2_t6_aug","0","0","2","29","0","17.84","0","0.0531442897512862","4.009949766732599","8"
"E2_t7_aug","2","0","4","61","0","26.84","0","0.032272687721885594","3.8561990245982565","8"
"E2_t8_aug","1","0","0","0","0","16.0","0","0.04388311103136757","2.9120615572000537","5"
"E2_t9_aug","2","0","0","0","0","19.64","0","0.04009422637977409","3.4812319115037713","6"
"E3_t1_aug","1","0","1","16","0","18.0","0","0.04093584920085635","2.5963960756288347","3"
"E3_t10_aug","0","0","0","0","0","8.76","0","0.05325357811220282","1.9658773344586788","2"
"E3_t11_aug","1","0","2","19","0","15.64","0","0.038911623900527645","2.6792777999488533","4"
"E3_t12_aug","2","0","0","0","0","14.8","0","0.04024274115630521","2.393952984410994","7"
"E3_t2_aug","2","0","1","22","0","18.96","0","0.03581326081794084","2.823518698205846","9"
"E3_t3_aug","1","0","0","0","1","8.76","0","0.05113071531402827","1.9123587088968572","4"
"E3_t4_aug","2","0","2","17","0","11.64","0","0.04854675019937378","2.5406988770696257","2"
"E3_t5_aug","1","0","1","2","0","7.64","0","0.052842955029608805","1.715350874143779","1"
"E3_t6_aug","0","0","3","6","0","11.96","0","0.052718696994928066","2.754441287534253","3"
"E3_t7_aug","2","0","1","3","0","18.96","0","0.041886930493846355","3.191244964977706","5"
"E3_t8_aug","2","0","1","2","0","12.76","0","0.053783996540658165","2.701175047130493","5"
"E3_t9_aug","1","0","1","2","0","10.8","0","0.047577156099049514","2.3217760962856415","3"
"E4_t1_aug","1","0","1","23","0","23.56","0","0.03671166883271733","3.341232079345576","9"
"E4_t10_aug","3","0","1","2","6","14.64","0","0.062040870841654897","3.231262807404124","3"
"E4_t11_aug","1","0","1","9","13","24.76","0","0.04330598619604684","4.177798762309995","9"
"E4_t12_aug","2","0","1","29","7","27.64","0","0.0369305572254268","3.9122787819424483","15"
"E4_t2_aug","1","1","0","0","0","23.56","0","0.03196538826763888","3.1874897896200647","6"
"E4_t3_aug","0","0","0","0","0","17.56","0","0.05137553043189963","3.3171679443376267","8"
"E4_t4_aug","2","0","1","3","0","18.8","0","0.05001703016505393","3.4922973583393775","7"
"E4_t5_aug","1","0","0","0","0","20.56","0","0.04366726902888097","3.5961231244786886","11"
"E4_t6_aug","1","0","0","0","0","24.92","0","0.046465178256577575","4.965623871089005","11"
"E4_t7_aug","1","1","0","0","2","23.8","0","0.0366238536116096","3.618292995633457","12"
"E4_t8_aug","0","0","0","0","0","36.8","0","0.03821689237190853","4.57942251414161","15"
"E4_t9_aug","2","0","0","0","2","45.72","0","0.04419459424240678","7.209077747764967","24"
"E5_t1_aug","0","0","1","2","8","16.96","0","0.043804516132964086","2.7869278021712796","8"
"E5_t10_aug","1","0","0","0","8","9.76","0","0.06115868811227859","2.602758575639732","0"
"E5_t11_aug","2","0","1","13","4","14.76","0","0.04523013191787654","2.5599435932962775","3"
"E5_t12_aug","2","0","0","0","7","13.84","0","0.062493999395161016","3.441518381294952","5"
"E5_t2_aug","3","1","2","118","5","27.84","0","0.04707837956969308","4.370253776870224","13"
"E5_t3_aug","1","0","0","0","3","16.0","0","0.06238588565284076","3.673658377388395","7"
"E5_t4_aug","2","0","2","23","18","22.64","0","0.06876808611703436","5.023492867361333","5"
"E5_t5_aug","0","0","0","0","2","12.56","0","0.06844410253828145","3.7086149705678753","6"
"E5_t6_aug","0","0","2","15","5","21.56","0","0.06218031348116062","5.23768692926547","3"
"E5_t7_aug","3","0","5","88","5","21.56","0","0.050522604525585615","3.860094039758215","11"
"E5_t8_aug","1","0","1","13","9","16.92","0","0.04295107797350689","3.2681288035504403","7"
"E5_t9_aug","2","1","1","18","11","15.64","0","0.05934126731562738","3.9177268562933945","4"
"E6_t1_aug","3","0","1","2","0","29.0","0","0.02942749082242651","3.398297238093491","19"
"E6_t10_aug","1","0","8","12","0","25.0","0","0.045574079292055286","4.688005884555101","8"
"E6_t11_aug","3","0","3","44","1","28.56","0","0.04160990817827589","4.825554802143231","14"
"E6_t12_aug","1","0","3","6","1","28.76","0","0.04076963726551312","4.80242066846096","4"
"E6_t2_aug","3","0","3","58","3","30.0","0","0.030393297956306263","3.7443738303541316","14"
"E6_t3_aug","0","0","2","3","0","21.72","0","0.03989231380208325","3.3851898385459567","8"
"E6_t4_aug","3","0","0","0","6","30.6","0","0.04582057566057587","5.650685273013849","6"
"E6_t5_aug","0","0","0","0","1","24.84","0","0.04109371731276632","3.9027710976325776","17"
"E6_t6_aug","1","0","0","0","1","22.84","0","0.04718646448406576","4.600875813520755","11"
"E6_t7_aug","3","0","8","13","9","37.76","0","0.034201378326265186","5.216655100324605","19"
"E6_t8_aug","2","1","20","33","3","30.84","0","0.02908529356680272","3.7140439538591847","13"
"E6_t9_aug","1","0","6","34","0","28.84","0","0.04112599933989603","4.779451404003519","14"
"T1_1_t1_aug","3","0","1","2","0","45.0","0","0.026167766374988525","4.344137888968204","17"
"T1_1_t10_aug","1","0","0","0","2","35.72","0","0.03173575320801531","4.6797362635277535","22"
"T1_1_t11_aug","1","0","0","0","4","44.72","0","0.028351244368981666","5.377444720470448","24"
"T1_1_t12_aug","4","1","2","24","7","48.6","0","0.029077754669660692","5.911952121558286","18"
"T1_1_t2_aug","1","0","2","48","0","52.84","0","0.027769019638344876","5.852490980257741","31"
"T1_1_t3_aug","2","0","1","8","1","39.6","0","0.027043406115245642","4.431983531729972","21"
"T1_1_t4_aug","1","0","1","9","0","31.76","0","0.033055120856598376","4.563893830245016","7"
"T1_1_t5_aug","0","0","1","4","1","62.6","0","0.04161717516414678","8.96543590818106","36"
"T1_1_t6_aug","4","0","0","0","8","49.72","0","0.04526112312477656","8.965581063376606","15"
"T1_1_t7_aug","2","0","0","0","2","34.8","0","0.029749036375832982","4.304691078308822","19"
"T1_1_t8_aug","0","0","2","2","4","47.76","0","0.036395768332733","7.119043126411496","16"
"T1_1_t9_aug","1","0","0","0","2","58.76","0","0.03170411909953768","6.4987521521211296","23"
"T3_2_t1_aug","2","0","0","0","1","23.0","0","0.0340339951722447","3.1346249572169724","12"
"T3_2_t10_aug","3","0","0","0","3","19.84","0","0.03877153332854406","3.1939187539054745","3"
"T3_2_t11_aug","1","1","0","0","1","24.64","0","0.03157601135028405","3.0527405017452165","15"
"T3_2_t12_aug","2","0","0","0","6","33.72","0","0.04473552408416485","5.242659516656572","9"
"T3_2_t2_aug","1","0","0","0","0","15.96","0","0.045722700890468614","2.92813617340217","4"
"T3_2_t3_aug","0","0","0","0","0","12.6","0","0.05572506872236282","2.962834601152448","3"
"T3_2_t4_aug","0","0","0","0","0","15.6","0","0.04737773460873112","3.229624549374452","5"
"T3_2_t5_aug","0","0","0","0","0","13.72","0","0.06952057374672027","3.8942595978715397","2"
"T3_2_t6_aug","3","0","1","7","1","20.76","0","0.05180892283930052","4.4865328142879495","7"
"T3_2_t7_aug","1","0","0","0","0","24.6","0","0.03304582848987643","3.4132986659452116","12"
"T3_2_t8_aug","0","0","0","0","2","28.6","0","0.03421745287204255","4.1376483530619765","11"
"T3_2_t9_aug","1","0","0","0","2","13.76","0","0.048745377155273606","2.7800273444524213","4"
"T8_1_t1_aug","1","0","0","0","1","42.0","0","0.027516241849646034","3.8870091401212425","22"
"T8_1_t10_aug","2","0","1","4","0","23.84","0","0.03253698945151946","3.2290107603862586","15"
"T8_1_t11_aug","0","0","0","0","2","25.84","0","0.037838874493293","3.8182042779981757","15"
"T8_1_t12_aug","1","0","1","23","2","29.92","0","0.04042165950972884","4.498297419526068","12"
"T8_1_t2_aug","2","0","1","21","0","53.76","0","0.02903408171471438","6.147209444027904","27"
"T8_1_t3_aug","0","0","0","0","0","29.0","0","0.06841312953701142","5.773447017133451","11"
"T8_1_t4_aug","3","0","1","17","3","32.72","0","0.037984284942346375","4.897397963336524","13"
"T8_1_t5_aug","0","0","0","0","3","26.6","0","0.0543602437295293","5.837043684048197","11"
"T8_1_t6_aug","2","0","0","0","0","27.72","0","0.04893519106474455","5.010400272194433","15"
"T8_1_t7_aug","1","0","0","0","8","22.84","0","0.030165188925591096","2.6942572470463553","16"
"T8_1_t8_aug","0","0","0","0","0","25.84","0","0.03840087860453613","4.015556207808522","5"
"T8_1_t9_aug","0","0","0","0","4","22.84","0","0.04122136855921818","3.734507779330635","9"
